"timeMillisSpent","acceptedMoveCount","selectedMoveCount"
17,4,4
27,4,4
37,4,4
46,4,4
58,4,5
73,4,7
89,4,7
104,4,7
128,4,8
155,4,8
174,4,9
195,4,9
215,4,9
231,4,8
245,4,6
267,4,8
289,4,9
305,4,8
321,4,8
337,4,8
354,4,9
369,4,8
388,4,10
407,4,10
418,4,6
440,4,7
456,4,7
474,4,8
488,4,7
502,4,7
518,4,8
539,4,10
563,4,11
581,4,9
600,4,10
622,4,9
638,4,8
651,4,6
668,4,7
684,4,7
703,4,9
721,4,9
738,4,9
755,4,9
773,4,9
787,4,7
801,4,7
816,4,8
832,4,9
846,4,8
860,4,8
874,4,8
888,4,8
904,4,10
915,4,7
931,4,10
948,4,7
965,4,7
977,4,7
990,4,7
1007,4,9
1020,4,7
1033,4,7
1049,4,9
1066,4,9
1080,4,8
1095,4,9
1105,4,6
1115,4,5
1126,4,7
1141,4,9
1154,4,8
1166,4,7
1179,4,7
1191,4,7
1204,4,7
1220,4,9
1236,4,9
1253,4,9
1267,4,8
1283,4,9
1294,4,6
1306,4,7
1318,4,7
1333,4,9
1347,4,8
1359,4,7
1371,4,7
1384,4,7
1398,4,7
1414,4,9
1430,4,9
1447,4,9
1462,4,8
1477,4,9
1487,4,6
1499,4,7
1512,4,7
1527,4,9
1540,4,8
1552,4,7
1564,4,7
1578,4,7
1592,4,7
1608,4,9
1625,4,9
1641,4,9
1655,4,8
1670,4,9
1683,4,6
1697,4,7
1710,4,7
1728,4,9
1745,4,8
1758,4,7
1770,4,7
1783,4,7
1796,4,7
1812,4,9
1828,4,9
1845,4,9
1860,4,8
1875,4,9
1885,4,6
1896,4,7
1908,4,7
1924,4,9
1937,4,8
1950,4,7
1962,4,7
1976,4,7
1989,4,7
2004,4,9
2020,4,9
2037,4,9
2051,4,8
2067,4,9
2078,4,6
2089,4,7
2101,4,7
2115,4,9
2129,4,8
2142,4,7
2154,4,7
2167,4,7
2180,4,7
2197,4,9
2213,4,9
2230,4,9
2245,4,8
2261,4,9
2271,4,6
2283,4,7
2294,4,7
2309,4,9
2324,4,8
2336,4,7
2348,4,7
2360,4,7
2374,4,7
2390,4,9
2407,4,9
2424,4,9
2438,4,8
2454,4,9
2464,4,6
2476,4,7
2488,4,7
2503,4,9
2516,4,8
2529,4,7
2541,4,7
2554,4,7
2566,4,7
2582,4,9
2599,4,9
2616,4,9
2631,4,8
2647,4,9
2658,4,6
2670,4,7
2681,4,7
2696,4,9
2710,4,8
2722,4,7
2734,4,7
2747,4,7
2761,4,7
2777,4,9
2794,4,9
2811,4,9
2825,4,8
2841,4,9
2851,4,6
2862,4,7
2875,4,7
2890,4,9
2903,4,8
2915,4,7
2928,4,7
2942,4,7
2954,4,7
2971,4,9
2987,4,9
3004,4,9
3018,4,8
3034,4,9
3044,4,6
3055,4,7
3067,4,7
3082,4,9
3096,4,8
3108,4,7
3121,4,7
3133,4,7
3146,4,7
3164,4,9
3180,4,9
3197,4,9
3212,4,8
3228,4,9
3238,4,6
3250,4,7
3263,4,7
3278,4,9
3292,4,8
3303,4,7
3315,4,7
3330,4,7
3343,4,7
3359,4,9
3376,4,9
3392,4,9
3407,4,8
3422,4,9
3433,4,6
3445,4,7
3458,4,7
3472,4,9
3486,4,8
3499,4,7
3511,4,7
3523,4,7
3536,4,7
3553,4,9
3569,4,9
3585,4,9
3600,4,8
3619,4,9
3629,4,6
3644,4,7
3657,4,7
3674,4,9
3688,4,8
3703,4,7
3716,4,7
3729,4,7
3742,4,7
3758,4,9
3775,4,9
3791,4,9
3806,4,8
3821,4,9
3831,4,6
3844,4,7
3856,4,7
3871,4,9
3884,4,8
3897,4,7
3909,4,7
3922,4,7
3935,4,7
3951,4,9
3971,4,9
3990,4,9
4007,4,8
4024,4,9
4034,4,6
4046,4,7
4058,4,7
4073,4,9
4087,4,8
4098,4,7
4111,4,7
4124,4,7
4137,4,7
4154,4,9
4170,4,9
4186,4,9
4200,4,8
4215,4,9
4226,4,6
4237,4,7
4249,4,7
4265,4,9
4278,4,8
4291,4,7
4303,4,7
4317,4,7
4330,4,7
4346,4,9
4363,4,9
4380,4,9
4394,4,8
4410,4,9
4420,4,6
4431,4,7
4442,4,7
4458,4,9
4473,4,8
4485,4,7
4498,4,7
4511,4,7
4524,4,7
4541,4,9
4557,4,9
4573,4,9
4588,4,8
4604,4,9
4614,4,6
4625,4,7
4638,4,7
4653,4,9
4669,4,8
4683,4,7
4697,4,7
4711,4,7
4725,4,7
4741,4,9
4757,4,9
4773,4,9
4788,4,8
4803,4,9
4815,4,6
4827,4,7
4838,4,7
4853,4,9
4866,4,8
4878,4,7
4890,4,7
4902,4,7
4915,4,7
4932,4,9
4948,4,9
4965,4,9
4980,4,8
4995,4,9
5005,4,6
5016,4,7
5027,4,7
5043,4,9
5056,4,8
5068,4,7
5080,4,7
5095,4,7
5107,4,7
5124,4,9
5140,4,9
5157,4,9
5171,4,8
5187,4,9
5197,4,6
5209,4,7
5221,4,7
5236,4,9
5249,4,8
5264,4,7
5276,4,7
5289,4,7
5301,4,7
5319,4,9
5334,4,9
5351,4,9
5366,4,8
5382,4,9
5392,4,6
5404,4,7
5415,4,7
5431,4,9
5448,4,8
5462,4,7
5474,4,7
5487,4,7
5500,4,7
5516,4,9
5533,4,9
5551,4,9
5568,4,8
5586,4,9
5598,4,6
5613,4,7
5625,4,7
5640,4,9
5654,4,8
5666,4,7
5680,4,7
5693,4,7
5705,4,7
5722,4,9
5739,4,9
5755,4,9
5769,4,8
5786,4,9
5796,4,6
5808,4,7
5820,4,7
5834,4,9
5849,4,8
5861,4,7
5874,4,7
5887,4,7
5900,4,7
5917,4,9
5933,4,9
5950,4,9
5965,4,8
5980,4,9
5990,4,6
6001,4,7
6013,4,7
6028,4,9
6042,4,8
6054,4,7
6066,4,7
6080,4,7
6093,4,7
6109,4,9
6126,4,9
6142,4,9
6157,4,8
6173,4,9
6183,4,6
6195,4,7
6206,4,7
6220,4,9
6233,4,8
6247,4,7
6259,4,7
6271,4,7
6284,4,7
6302,4,9
6317,4,9
6333,4,9
6348,4,8
6364,4,9
6375,4,6
6387,4,7
6398,4,7
6414,4,9
6428,4,8
6440,4,7
6453,4,7
6466,4,7
6479,4,7
6495,4,9
6511,4,9
6528,4,9
6542,4,8
6557,4,9
6568,4,6
6580,4,7
6592,4,7
6607,4,9
6620,4,8
6633,4,7
6645,4,7
6658,4,7
6671,4,7
6688,4,9
6704,4,9
6720,4,9
6735,4,8
6750,4,9
6760,4,6
6772,4,7
6784,4,7
6799,4,9
6812,4,8
6824,4,7
6836,4,7
6849,4,7
6863,4,7
6879,4,9
6895,4,9
6912,4,9
6926,4,8
6941,4,9
6951,4,6
6964,4,7
6975,4,7
6990,4,9
7003,4,8
7015,4,7
7028,4,7
7041,4,7
7054,4,7
7071,4,9
7088,4,9
7104,4,9
7118,4,8
7134,4,9
7145,4,6
7157,4,7
7168,4,7
7183,4,9
7197,4,8
7210,4,7
7222,4,7
7235,4,7
7249,4,7
7266,4,9
7282,4,9
7300,4,9
7314,4,8
7330,4,9
7340,4,6
7352,4,7
7364,4,7
7378,4,9
7393,4,8
7405,4,7
7418,4,7
7431,4,7
7444,4,7
7461,4,9
7477,4,9
7493,4,9
7508,4,8
7524,4,9
7534,4,6
7546,4,7
7558,4,7
7573,4,9
7588,4,8
7599,4,7
7612,4,7
7625,4,7
7638,4,7
7654,4,9
7670,4,9
7686,4,9
7702,4,8
7717,4,9
7727,4,6
7739,4,7
7751,4,7
7766,4,9
7779,4,8
7792,4,7
7804,4,7
7817,4,7
7830,4,7
7847,4,9
7863,4,9
7879,4,9
7894,4,8
7909,4,9
7920,4,6
7931,4,7
7942,4,7
7957,4,9
7970,4,8
7984,4,7
7996,4,7
8009,4,7
8022,4,7
8039,4,9
8055,4,9
8071,4,9
8087,4,8
8102,4,9
8112,4,6
8124,4,7
8135,4,7
8151,4,9
8164,4,8
8176,4,7
8189,4,7
8202,4,7
8215,4,7
8231,4,9
8247,4,9
8263,4,9
8278,4,8
8293,4,9
8303,4,6
8316,4,7
8327,4,7
8342,4,9
8355,4,8
8367,4,7
8380,4,7
8392,4,7
8406,4,7
8423,4,9
8439,4,9
8456,4,9
8470,4,8
8487,4,9
8497,4,6
8508,4,7
8520,4,7
8535,4,9
8549,4,8
8561,4,7
8573,4,7
8586,4,7
8600,4,7
8615,4,9
8632,4,9
8648,4,9
8663,4,8
8678,4,9
8688,4,6
8701,4,7
8712,4,7
8727,4,9
8741,4,8
8753,4,7
8766,4,7
8778,4,7
8791,4,7
8807,4,9
8824,4,9
8840,4,9
8854,4,8
8870,4,9
8880,4,6
8892,4,7
8904,4,7
8918,4,9
8932,4,8
8944,4,7
8956,4,7
8969,4,7
8982,4,7
8998,4,9
9014,4,9
9031,4,9
9046,4,8
9062,4,9
9072,4,6
9083,4,7
9096,4,7
9110,4,9
9124,4,8
9136,4,7
9148,4,7
9161,4,7
9174,4,7
9190,4,9
9207,4,9
9223,4,9
9237,4,8
9253,4,9
9264,4,6
9275,4,7
9287,4,7
9301,4,9
9315,4,8
9328,4,7
9340,4,7
9353,4,7
9365,4,7
9382,4,9
9398,4,9
9415,4,9
9430,4,8
9446,4,9
9457,4,6
9468,4,7
9480,4,7
9496,4,9
9510,4,8
9522,4,7
9534,4,7
9547,4,7
9560,4,7
9576,4,9
9592,4,9
9610,4,9
9624,4,8
9639,4,9
9650,4,6
9661,4,7
9673,4,7
9688,4,9
9702,4,8
9715,4,7
9727,4,7
9740,4,7
9753,4,7
9770,4,9
9786,4,9
9802,4,9
9820,4,8
9836,4,9
9848,4,6
9862,4,7
9876,4,7
9894,4,9
9907,4,8
9919,4,7
9931,4,7
9944,4,7
9957,4,7
9973,4,9
9990,4,9
10001,2,6
